Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
"343129";"131S/NS/N755S/NS/NS/N1S/NS/N";"ASSOCIACAO DOS PROFESSORES UNIVERSITÁRIOS DA BAHIA";"APUB SAÚDE";"Autogestão";"AV. ANTONIO CARLOS MAGALHAES";"3213";"EDIFÍCIO GOLDEN PLAZA.  SALA 4S/N5 a 4S/N8";"PARQUE BELA VISTA";"Salvador";"BA";"4S/N28S/NS/NS/NS/N";"71";"21S/N392S/NS/N";"32473381";"apubsaude@apubsaude.com.br";"SILVIA MARIA LEITE DE ALMEIDA";"PRESIDENTE DO CONSELHO DELIBERATIVO ";5;"1998-12-28"
"42S/NS/N93";"13S/N83167S/NS/NS/N1S/N5";"ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM";"ASSEM";"Autogestão";"AV DOUTOR CARLOS RODRIGUES DA CRUZ";"4S/N1";;"CAPUCHO";"Aracaju";"SE";"49S/N81S/N15";"79";"32342692";"32342692";"assem@assemse.com.br";"ELIAS FERNANDO GOES FELIPE";"PRESIDENTE";6;"2S/N16-S/N4-14"
"4S/N6635";"71565659S/NS/NS/N133";"ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA";"APAS/ITAPETININGA";"Autogestão";"RUA DR. COUTINHO";"535";;"CENTRO";"Itapetininga";"SP";"182S/NS/N358";"15";"347218S/NS/N";;"contato@apasitapetininga.com.br";"CARLOS ROGÉRIO DE MORAIS";"REPRESENTANTE";5;"1999-S/N7-21"
"41S/N6S/N8";"S/NS/N2S/NS/N72S/NS/NS/NS/N1S/N9";"ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE PRESIDENTE PRUDENTE (APAS)";"APAS - PRESIDENTE PRUDENTE";"Autogestão";"RUA PIONEIRO JOSÉ LORENCETE";"42S/N";;"JARDIM BONGIOVANI";"Presidente Prudente";"SP";"19S/N5S/N35S/N";;;;"apas@apasprudente.com.br";"PATRÍCIA ELAINE MACHADO";"DIRETORA-PRESIDENTE";5;"2S/NS/NS/N-S/N1-27"
"417599";"92741S/N16S/NS/NS/N173";"ASSOCIAÇAO DOS FUNCIONARIOS PUBLICOS DO ESTADO DO RIO GRANDE DO SUL";"VERTE SAUDE - AFPERGS";"Filantropia";"RUA DOS ANDRADAS";"846";;"CENTRO";"Porto Alegre";"RS";"9S/NS/N2S/NS/NS/N6";"51";"328415S/NS/N";;"najara.bandeira@afpergs.com.br";"ROMEU FUCHS";"Diretor Presidente";4;"2S/N1S/N-S/N9-28"
"333867";"8976167S/NS/NS/NS/N134";"ASSOCIAÇAO UNISAUDE MARAU";"UNISAÚDE";"Medicina de Grupo";"AVENIDA JULIO BORELLA";"124S/N";"CONJUNTO 4S/N6";"CENTRO";"Marau";"RS";"9915S/NS/NS/NS/N";"54";"33422179";"33428S/NS/N2";"gerencia@unisaudemarau.com.br";"RUDIMAR LUIS RODEGHERO";"DIRETOR GERAL";6;"1998-12-31"
"4S/N6554";"83367342S/NS/NS/N171";"ASSOCIAÇÃO ADVENTISTA NORTE BRASILEIRA DE PREVENÇÃO E ASSISTÊNCIA A SAÚDE";"GARANTIA DE SAÚDE - HOSPITAIS ADVENTISTA DE BELÉM E MANAUS";"Filantropia";"RODOVIA MARIO COVAS";"4S/NS/N";;"COQUEIRO";"Ananindeua";"PA";"6711S/NS/NS/NS/N";"91";"321445S/NS/N";"32451585";"clairton@hab.org.br";"JACKSON DOUGLAS DA SILVA FREIRE";"GERENTE";5;"1999-S/N7-21"
"411752";"S/N3849449S/NS/NS/N117";"ASSOCIAÇÃO ASSISTENCIAL DE SAÚDE SUPLEMENTAR CRUZ AZUL SAÚDE";"CRUZ AZUL SAÚDE";"Medicina de Grupo";"RUA ALBUQUERQUE MARANHÃO";"72";;"CAMBUCI";"São Paulo";"SP";"S/N154S/NS/N2S/N";"11";"33885S/NS/NS/N";"33885S/N1S/N";"diretoria@maisazulsaude.com.br";"EDGAR CUCCOLO";"REPRESENTANTE JUNTO À ANS";4;"2S/NS/NS/N-S/N7-21"
"322326";"253358S/N3S/NS/NS/N128";"ASSOCIAÇÃO BENEFICENTE CATÓLICA";"HOSPITAL SANTA ISABEL";"Filantropia";"RUA FREI CORNELIO";"2S/NS/N";;"LAURINDO DE CASTRO";"Ubá";"MG";"365S/NS/NS/NS/NS/N";"32";"35391S/N34";;"planosaude@santaisabelsaude.com.br";"FABIANO DOS SANTOS";"PRESIDENTE";3;"1998-12-29"
"3S/N4131";"S/N2S/N3S/N246S/NS/NS/N131";"ASSOCIAÇÃO BENEFICENTE DE ASSISTÊNCIA A SAÚDE DOS JUÍZES DO TRABALHO DA 15ª REGIÃO (ABAS 15)";"SAÚDE ABAS";"Autogestão";"RUA BARÃO DE JAGUARA";"7S/N7";"1S/Nº ANDAR / SALAS 1S/N1/1S/N4 - BLOCO MOZART";"CENTRO";"Campinas";"SP";"13S/N15926";"19";"37335S/N6S/N";;"falecom@abas15.org.br";"EINSTEIN ROMERO DURÃES";"REPRESENTANTE LEGAL";1;"1998-12-22"
"38254S/N";"3124S/N963S/NS/NS/N196";"ASSOCIAÇÃO BENEFICENTE DOS PROFESSORES PÚBLICOS ATIVOS E INATIVOS DO RIO DE JANEIRO - APPAI";"APPAI";"Medicina de Grupo";"RUA SENADOR DANTAS";"117";"SLJ 211.212.213";"CENTRO";"Rio de Janeiro";"RJ";"2S/NS/N349S/NS/N";"21";"31473242";"2532S/N563";"appai@appai.org.br";"JULIO CESAR DA COSTA";"DIRETOR PRESIDENTE";4;"1999-S/N1-19"
"417947";"1S/N935483S/NS/NS/N17S/N";"ASSOCIAÇÃO DA SANTA CASA SAÚDE DE RIBEIRÃO PRETO";"SANTA CASA SAÚDE DE RIBEIRÃO PRETO";"Medicina de Grupo";"AVENIDA MEIRA JUNIOR";"585";;"CAMPOS ELISEOS";"Ribeirão Preto";"SP";"14S/N8523S/N";;;;"regulacao@santacasasauderp.com.br";"FERNANDO DE TORO DIAZ";"PRESIDENTE DO CONSELHO DE ADMINISTRAÇÃO";5;"2S/N11-S/N3-31"
"417955";"S/N7945S/N24S/NS/NS/N162";"ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICO HOSPITALAR DOS MAGISTRADOS DO ESTADO DO PARANÁ";"JUDICEMED";"Autogestão";"RUA ALBERTO FOLLONI";"543";;"AHÚ";"Curitiba";"PR";"8S/N54S/NS/NS/NS/N";"41";"3S/N1716S/NS/N";"3S/N1716S/N1";"JUDICEMED@JUDICEMED.COM.BR";"MARCEL FERREIRA DOS SANTOS";"REPRESENTANTE LEGAL";3;"2S/N11-S/N3-31"
"41669S/N";"S/N7781345S/NS/NS/N179";"ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DA AMAGIS";"AMAGIS SAÚDE";"Autogestão";"RUA ALBITA";"194";"6º ANDAR";"BAIRRO CRUZEIRO";"Belo Horizonte";"MG";"3S/N31S/N16S/N";"31";"3S/N793479";"32233683";"saude@amagis.com.br";"FLÁVIA BIRCHAL DE MOURA";"Vice-Presidente de Saúde";3;"2S/NS/N8-S/N6-3S/N"
"416568";"S/N82S/N2S/N35S/NS/NS/N115";"ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA COPASA";"COPASS SAÚDE";"Autogestão";"RUA CARANGOLA";"531";;"SANTO ANTôNIO";"Belo Horizonte";"MG";"3S/N33S/N24S/N";"31";"3298582S/N";"329858S/N1";"copass@copass-saude.com.br";"OMAR DE CARVALHO GOMES FILHO";"REPRESENTANTE E SUPER EXECUTIV";4;"2S/NS/N8-S/N2-18"
"314218";"6S/N975174S/NS/NS/N1S/NS/N";"ASSOCIAÇÃO DE BENEFICÊNCIA E FILANTROPIA SÃO CRISTOVÃO";;"Filantropia";"RUA AMÉRICO VENTURA";"123";;"ALTO DA MOOCA";"São Paulo";"SP";"S/N3128S/N1S/N";"11";"2S/N2972S/N2";"2S/N2976S/N2";"saocristovao@saocristovao.com.br";"VALDIR PEREIRA VENTURA";"PRESIDENTE CONS. DELIBERATIVO";4;"1998-12-21"
"423475";"S/N3468485S/NS/NS/N13S/N";"ASSOCIAÇÃO DE PROTEÇÃO À MATERNIDADE E À INFANCIA DE CUIABÁ ";"HOSPITAL GERAL E MATERNIDADE DE CUIABÁ";"Filantropia";"Rua 13 de Junho ";"21S/N1";;"Centro";"Cuiabá";"MT";"78S/N25S/NS/NS/N";"65";"33637S/N96";;"diretoria@hg.cuiaba.br";"FLÁVIA GALINDO SILVESTRE SILVA";"Presidente do Conselho";;"2S/N22-12-27"
"422321";"35657268S/NS/NS/N185";"ASSOCIAÇÃO DE SAÚDE DO VALE";"LEVMED SAÚDE";"Medicina de Grupo";"RUA EPITÁCIO PESSOA";"651";;"CENTRO";"Jaraguá do Sul";"SC";"892511S/NS/N";"47";"351241S/NS/N";;"contato@levmed.com.br";"CARLOS CESAR FELIPONI";"DIRETOR EXECUTIVO";5;"2S/N2S/N-S/N7-14"
"418731";"15S/N2243S/NS/NS/NS/N181";"ASSOCIAÇÃO DE SAÚDE DOS FORNECEDORES DE CANA DE PIRACICABA E REGIÃO";"HFC SAÚDE";"Medicina de Grupo";"RUA RAFAEL ALOISI";"51";;"VILA REZENDE";"Piracicaba";"SP";"134S/N52S/N5";;;;"lilian.pedro@hfcp.com.br";"JOSÉ CORAL";"DIRETOR SUPERINTENDENTE";5;"2S/N13-S/N1-11"
"41753S/N";"11939445S/NS/NS/N158";"ASSOCIAÇÃO DE SAÚDE PORTUGUESA DE BENEFICÊNCIA";"SAÚDE BENEFICÊNCIA";"Medicina de Grupo";"RUA TIRADENTES";"293";"CJ 51 A 54 - LOTE 5A";"VILA ITAPURA";"Campinas";"SP";"13S/N2319S/N";"19";"35S/NS/N15S/NS/N";;"diretoria@saudebeneficencia.com.br";"ARLY DE LARA ROMÊO";"REPRESENTANTE";5;"2S/N1S/N-S/N9-S/N2"
"393533";"12317S/N12S/NS/NS/N123";"ASSOCIAÇÃO DO FISCO DE ALAGOAS";;"Autogestão";"RUA ARTUR VITAL DA SILVA";"58";;"GRUTA DE LOURDES";"Maceió";"AL";"57S/N5226S/N";"82";"33383494";"33381846";"clebia.presidencia@asfal.com.br";"GUSTAVO DE ALBUQUERQUE CALHEIROS";"DIRETOR PRESIDENTE";6;"1998-12-28"
"42S/NS/NS/NS/N";"15713S/N57S/NS/NS/N1S/N5";"ASSOCIAÇÃO DO PLANO DE SAÚDE DA SANTA CASA DE MISERICÓRDIA DE ITABUNA - PLANSUL";"PLANSUL";"Medicina de Grupo";"RUA SANTA CRUZ";"s/n";"HOSPITAL MANOEL NOVAIS";"BAIRRO DE FÁTIMA";"Itabuna";"BA";"456S/N33S/N5";"73";"321438S/NS/N";;"PLANSUL@PLANSUL.net";"CELSO ROBERTO DOS SANTOS";"GESTOR";5;"2S/N15-12-15"
"387185";"34S/N11288S/NS/NS/N111";"ASSOCIAÇÃO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DO RIO DE JANEIRO";"AFRERJ";"Autogestão";"RUA SETE DE SETEMBRO";"55";"25 º ANDAR";"CENTRO";"Rio de Janeiro";"RJ";"2S/NS/N5S/NS/NS/N4";"21";"35345555";"22525756";"amafrerj@afrerj.org.br";"ALOISIO DA CUNHA TAVARES";"DIRETOR PRESIDENTE";4;"1998-12-16"
"33S/N281";"S/N93S/N6242S/NS/NS/N182";"ASSOCIAÇÃO DOS AUDITORES FISCAIS DO ESTADO DA PARAÍBA - AFRAFEP";"AFRAFEP - SAUDE";"Autogestão";"Rua Corálio Soares de Oliveira";"497";;"Centro";"João Pessoa";"PB";"58S/N1326S/N";"83";"3S/N48564S/N";;"admin@afrafepsaude.com.br";"QUINTILIANO BEZERRA LIMA";"PRESIDENTE";3;"1998-12-22"
"3847S/N4";"1317S/N41S/NS/NS/NS/N122";"ASSOCIAÇÃO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITAÇÃO E OBRAS PÚBLICAS - ASSEC";"ASSEC";"Autogestão";"AV. ADÉLIA FRANCO";"3S/N35";;"DIA";"Aracaju";"SE";"49S/N48S/N1S/N";;;;"ans@assecsaude.com.br";"VALDILENE OLIVEIRA MARTINS";"PRESIDENTE";3;"1998-12-3S/N"
"382639";"92911S/N56S/NS/NS/N116";"ASSOCIAÇÃO DOS FISCAIS DE TRIBUTOS ESTADUAIS DO RS - AFISVEC";"AFISVEC - SAÚDE";"Autogestão";"RUA URUGUAI";"155";"CONJ.1S/N1S/N";"CENTRO";"Porto Alegre";"RS";"9S/NS/N1S/N14S/N";"51";"32244922";"32244922";"saude@afisvec.org.br";"EDUARDO JAEGER";"PRESIDENTE";3;"1998-12-28"
"3S/N6754";"S/NS/N299149S/NS/NS/N113";"ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ESTADO DE GOIÁS";"AFFEGO-SAÚDE";"Autogestão";"RUA 83";"218";"QUADRA F-15. LOTE 26";"SETOR SUL";"Goiânia";"GO";"74S/N83S/N2S/N";"62";"32185S/N51";;"walima@affego.com.br";"HUGO MARIA D¿ASSUNÇÃO";"REPRESENTANTE";3;"1998-12-23"
"388S/N92";"S/N45S/N3249S/NS/NS/N17S/N";"ASSOCIAÇÃO DOS FUNCIONÁRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM";"AFFEAM SAÚDE";"Autogestão";"RUA FRANCO DE SÁ";"812";"1º ANDAR";"SÃO FRANCISCO";"Manaus";"AM";"69S/N7921S/N";"92";"3663438S/N";"36113S/N13";"affeamsaude@affeam.com.br";"DERCYVONE DA SILVA GOES";"PRESIDENTE";6;"1998-12-31"
"335754";"14799S/N35S/NS/NS/N147";"ASSOCIAÇÃO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA";"ASFEB";"Autogestão";"RUA DR. JOSÉ PEROBA";"149";"EDF ELDORADO 1º ANDAR SL: 1S/N1/1S/N2 e 9S/N2";"STIEP";"Salvador";"BA";"4177S/N235";"71";"22S/N122S/N5";"33417182";"coordennacaomedica@asfeb.org.br";"DOMENICO FIORAVANTI";"PRESIDENTE";3;"1998-12-23"
"3S/N9S/N28";"2916797S/NS/NS/NS/N168";"ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS. ESTADUAIS E FEDERAIS DO RIO DE JANEIRO";"ASSIST";"Medicina de Grupo";"RUA SENADOR DANTAS";"117";"SLJ 2S/N1. 2S/N6 A 2S/N9 SALAS 2S/N8. 3S/N1. 3S/N2 3";"CENTRO";"Rio de Janeiro";"RJ";"2S/NS/N1S/NS/NS/NS/N";"21";"21425149";;"assist@assist.org.br";"GERALDO DA COSTA LEITE";"DIRETOR PRESIDENTE";4;"1999-S/N1-19"
"419591";"2S/N16S/N828S/NS/NS/N114";"ASSOCIAÇÃO DOS SERVIDORES PÚBLICOS DA ADMINISTRAÇÃO DIRETA DO GOVERNO DO ESTADO DO PARÁ - ASPARÁ";"ASPARÁ";"Autogestão";"AVENIDA SENADOR LEMOS";"9S/N4";;"UMARIZAL";"Belém";"PA";"66S/N5S/NS/NS/NS/N";"91";"32251521";;"aspara@aspara.org.br";"GERALDO HENRIQUE DE OLIVEIRA NOGUEIRA";"PRESIDENTE";5;"2S/N14-1S/N-21"
"342556";"87547444S/NS/NS/N12S/N";"ASSOCIAÇÃO DR. BARTHOLOMEU TACCHINI";"PLANO DE SAÚDE TACCHIMED";"Filantropia";"RUA JOSÉ MÁRIO MONACO";"358";;"CENTRO";"Bento Gonçalves";"RS";"957S/NS/NS/N68";"54";"34554333";"34554333";"nucleojr@tacchini.com.br";"HILTON ROESE MANCIO";"SUPERINTENDENTE";5;"1998-12-22"
"326755";"78613841S/NS/NS/N161";"ASSOCIAÇÃO EVANGELICA BENEFICENTE DE LONDRINA";"PLANO DE SAUDE HOSPITALAR";"Filantropia";"AV. BANDEIRANTES";"618";;"JD. LONDRILAR";"Londrina";"PR";"86S/N159S/NS/N";"43";"33781S/NS/NS/N";;"planohospitalar2@planohospitalar.org.br";"LINCOLN VIEIRA MAGALHÃES";"REPRESENTANTE LEGAL";5;"1998-12-22"
"422S/N53";"3392216S/NS/NS/NS/N147";"ASSOCIAÇÃO FCA SAÚDE";"STELLANTIS SAUDE PE/PB";"Autogestão";"AV CONTORNO";"3455";"GALPAO 8. SALA 36. PARTE A";"DISTRITO INDUSTRIAL PAULO CAMI";"Betim";"MG";"326699S/NS/N";"31";"34S/N23812";;"juridicostellantissaude@stellantis.com";"CRISTIANE DE OLIVEIRA ROQUE PAIXÃO";"Diretora";5;"2S/N19-12-S/N3"
"416584";"S/N8883265S/NS/NS/N197";"ASSOCIAÇÃO FUNDO DE PROTEÇÃO À SAÚDE";"FUPS";"Autogestão";"RUA FIORAVANTE JOÃO FERRI";"99";;"JARDIM ALVORADA";"Campo Mourão";"PR";"873S/N8445";;;;"fups@fups.com.br";"MAYARA DE OLIVERA RODRIGUES";"REPRESENTANTE";4;"2S/NS/N8-S/N3-S/N7"
"4S/N22S/N6";"S/N222S/N135S/NS/NS/N198";"ASSOCIAÇÃO GOIANA DO MINISTÉRIO PÚBLICO";"AGMP";"Autogestão";"RUA T-29 C/ T-9";"1758";;"SETOR BUENO";"Goiânia";"GO";"74215S/N5S/N";"62";"3285666S/N";;"administracao@samp.org.br";"VALÉRIA CRISTINA DE PAULA MAGALHÃES";"DIRETORA GERAL";3;"1999-S/N3-17"
"421618";"3S/N724638S/NS/NS/N136";"ASSOCIAÇÃO HOSPITAL SAÚDE DE VARGEM GRANDE DO SUL";"HOSPITAL SAÚDE";"Medicina de Grupo";"Praça Nossa Senhora Aparecida";"61";"Sala S/N1";"Nossa Senhora Aparecida";"Vargem Grande do Sul";"SP";"1388S/NS/NS/NS/N";"19";"364193S/NS/N";;"associacaohsvgsul@gmail.com";"JOSÉ GERALDO RAMAZOTTI";"PRESIDENTE";6;"2S/N19-S/N4-S/N8"
"4238S/N7";"92685833S/NS/NS/N151";"ASSOCIAÇÃO HOSPITALAR MOINHOS DE VENTO";"HOSPITAL MOINHOS DE VENTO";"Autogestão";"Rua Ramiro Barcelos";"91S/N";;"Moinhos de Vento";"Porto Alegre";"RS";"9S/NS/N35S/NS/N1";"51";"33143545";;"marcelo.rosa@hmv.org.br";"MARCO ANTÔNIO DE MODESTI";"CFO";;"2S/N23-1S/N-3S/N"
"41915S/N";"1532327S/NS/NS/NS/N1S/NS/N";"ASSOCIAÇÃO MAIS SAÚDE SANTA CASA DE SÃO JOÃO DA BOA VISTA";"MAIS SAÚDE SANTA CASA";"Medicina de Grupo";"RUA SÃO LUCAS";"21";"Andar 1 e 2";"PERPÉTUO SOCORRO";"São João da Boa Vista";"SP";"1387S/N529";"19";"3634444S/N";;"presidencia@maissaudesantacasa.com.br";"VERA LUCIA SASSARON PANDINI";"PRESIDENTE";6;"2S/N13-1S/N-22"
"417211";"11177786S/NS/NS/N133";"ASSOCIAÇÃO MINEIRA DE ASSISTÊNCIA À SAÚDE DOS MEMBROS DO MINISTÉRIO PÚBLICO";"AMMP SAÚDE";"Autogestão";"RUA TIMBIRAS";"2928";"3º ANDAR";"BARRO PRETO";"Belo Horizonte";"MG";"3S/N14S/NS/N62";"31";"21S/N54878";"25326391";"saude@ammpsaude.org.br";"FRANCISCO CHAVES GENEROSO";"DIRETOR DE SAÚDE";3;"2S/N1S/N-S/N4-S/N9"
"42S/N158";"238693S/N6S/NS/NS/N184";"ASSOCIAÇÃO PADRE ALBINO SAÚDE";"PADRE ALBINO SAUDE";"Medicina de Grupo";"RUA BELEM";"423";;"CENTRO";"Catanduva";"SP";"158S/NS/N28S/N";"17";"33113716";;"ADMINISTRACAO@PADREALBINOSAUDE.COM.BR";"VANIA REGINA CATOIA GARCIA";"DIRETORA EXECUTIVA";5;"2S/N16-S/N7-S/N6"
"42S/N816";"25141173S/NS/NS/N15S/N";"ASSOCIAÇÃO PADRE PIO PLANOS DE SAÚDE";"PADRE PIO PLANOS DE SAÚDE";"Medicina de Grupo";"Rua José Antunes Azevedo Filho";"7S/N";;"Jardim Nova Itália";"Limeira";"SP";"134844S/N1";"19";"344677S/NS/N";;"plano.pe.pio@humanitaria.com.br";"CESAR LUIS DERMONDE";"Diretor Presidente";6;"2S/N17-S/N6-S/N9"
"418617";"12S/N49486S/NS/NS/N131";"ASSOCIAÇÃO PARANAENSE DE ASSISTÊNCIA À SAUDE DOS MEMBROS DO MINISTERIO PUBLICO DO PARANÁ";"PROMED";"Autogestão";"RUA MATEUS LEME";"2S/N18";"2º ANDAR";"CENTRO CÍVICO";"Curitiba";"PR";"8S/N53S/NS/N1S/N";"41";"33522855";"33522855";"superintendencia@promedpr.org.br";"SYMARA MOTTER";"PRESIDENTE";3;"2S/N12-1S/N-S/N8"
"422631";"39427632S/NS/NS/N171";"ASSOCIAÇÃO PETROBRAS DE SAÚDE - APS";;"Autogestão";"Avenida República do Chile";"65";"Sala 3S/N2";"Centro";"Rio de Janeiro";"RJ";"2S/NS/N3117S/N";;;;"carolina.lucas@saudepetrobras.com.br";"CAROLINA SALGADO LUCAS";"GERENTE REGULATÓRIO E PRODUTOS";1;"2S/N21-S/N1-28"
"419974";"19512S/N26S/NS/NS/N147";"ASSOCIAÇÃO PLAME DE SAÚDE";"PLAMESC- PLANO MÉDICO SANTA CASA";"Medicina de Grupo";"RUA SÃO SEBASTIÃO";"32";;"CENTRO";"Barra Mansa";"RJ";"2734548S/N";"24";"33233775";;"plamesc@plamesc.com.br";"JAIR FUSCO";"DIRETOR ADMINISTRATIVO";6;"2S/N15-11-18"
"419958";"2S/N961779S/NS/NS/N119";"ASSOCIAÇÃO PLANO DE SAÚDE SANTA CASA DE VALINHOS";"PSC SAÚDE - ASSISTÊNCIA MEDICA  ";"Medicina de Grupo";"AV. ONZE DE AGOSTO";"1451";"6º ANDAR - EDIFÍCIO ELLOPAR";"JARDIM RIBEIRO";"Valinhos";"SP";"1327S/N19S/N";;;;"cbeltram@uol.com.br";"CELSO BELTRAMINI";"PRESIDENTE";6;"2S/N15-11-S/N9"
"4S/N8S/N93";"66493339S/NS/NS/N185";"ASSOCIAÇÃO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU";"APAS-BOTUCATU";"Autogestão";"RUA PRUDENTE DE MORAES";"217";;"CENTRO";"Botucatu";"SP";"186S/N2S/N6S/N";"14";"38155199";"38155199";"apasbtu@terra.com.br";"ALEKSANDER TOALDO LACERDA";"DIRETOR PRESIDENTE";5;"1999-S/N9-14"
"4S/N8263";"71753297S/NS/NS/N1S/N4";"ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA";"APAS - ASSOCIAÇÃO POLICIAL DE ASSISTÊCIA À SAÚDE SJBVISTA";"Autogestão";"AV. PRESIDENTE JOÃO BELCHIOR MARQUES GOU";"4S/N1";;"PARQUE NAÇÕES ";"São João da Boa Vista";"SP";"1387S/N579";"19";"36331494";"36338415";"apas.sjoao@uol.com.br";"CELSO AUGUSTO LUCIO ";"DIRETOR PRESIDENTE";5;"1999-S/N9-15"
"4S/N9413";"S/NS/N4448S/N3S/NS/NS/N135";"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE";"APAS FERNANDOPOLIS";"Autogestão";"AV. LÍBERO DE ALMEIDA SILVARES";"3S/N14";;"COESTER";"Fernandópolis";"SP";"156S/N3S/N87";"17";"34628371";;"gerencia@apasfernandopolis.com";"IVAN CESAR BELENTANI";"PRESIDENTE";5;"1999-1S/N-27"
"41S/N11S/N";"S/NS/NS/N34259S/NS/NS/N153";"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE DA BAIXADA SANTISTA";"APAS BAIXADA SANTISTA";"Autogestão";"RUA SÃO PAULO";"118";"CASA";"VILA BELMIRO";"Santos";"SP";"11S/N7533S/N";"13";"322613S/NS/N";"32265S/NS/NS/N";"apas@apassantos.com.br";"ELI FRAGA DO REGO";"DIRETOR PRESIDENTE";5;"1999-11-S/N3"
"4S/N6813";"597661S/N5S/NS/NS/N1S/N7";"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE";"APAS ANDRADINA";"Autogestão";"RUA SÃO PAULO";"757";;"CENTRO";"Andradina";"SP";"169S/N1S/NS/N9";"18";"37224315";"37224315";"apas@apasandradina.com.br";"ADALTO ALVES DE OLIVEIRA";"DIRETOR PRESIDENTE";5;"1999-S/N8-S/N6"
"4S/N6937";"5727251S/NS/NS/NS/N135";"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE";"APAS/MARILIA";"Autogestão";"RUA RIO GRANDE DO SUL";"121";"CASA";"CENTRO";"Marília";"SP";"175S/N913S/N";"14";"34S/N2S/N87S/N";"34331313";"apasmari@terra.com.br";"ANTONIO ZOTTI";"PRESIDENTE";5;"1999-S/N8-S/N4"
"41S/N128";"71559272S/NS/NS/N174";"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE";"APAS SAÚDE SOROCABA";"Autogestão";"RUA CONDE D'EU";"292";;"VILA BOA VISTA";"Sorocaba";"SP";"18S/N3S/NS/N4S/N";"15";"33317S/N92";;"adm.ans@apas-sorocaba.com.br";"WASHINGTON LUIZ GAIOTTO";"PRESIDENTE";5;"1999-11-3S/N"
"4S/N94S/N5";"S/NS/N642842S/NS/NS/N147";"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE - VALE DO RIBEIRA";"APAS VALE  DO RIBEIRA";"Autogestão";"RUA SHITIRO MAEJI";"619";;"CENTRO";"Registro";"SP";"119S/NS/NS/NS/NS/N";"13";"38211S/N83";"38211S/N83";"apasrgt@terra.com.br";"EVERALDO FIGUEIREDO CALEGARI";"PRESIDENTE";5;"1999-1S/N-26"
"4232S/N3";"S/NS/N841848S/NS/NS/N143";"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE APAS";"APAS ASSIS";"Autogestão";"RUA SÃO PAULO";"3S/N3.S/N";;"VILA XAVIER";"Assis";"SP";"198S/N2S/NS/N1";"18";"33241423";;"apasassis@outlook.com";"DIONIZIO DE GENOVA JUNIOR";"PRESIDENTE";6;"2S/N22-S/N7-14"
"414212";"59762S/N62S/NS/NS/N183";"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA (APAS)";"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA";"Autogestão";"RUA RIO DE JANEIRO";"12S/N";"CASA";"VILA MENDONÇA";"Araçatuba";"SP";"16S/N1515S/N";"18";"36235389";;"apas.administrativo@apasaracatuba.com.br";"ADRIANA ROLEDO BELLUZZO";"DIRETORA PRESIDENTE";5;"2S/NS/N1-S/N8-28"
"4S/N7569";"72916364S/NS/NS/N127";"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BARRETOS";"APAS- BARRETOS";"Autogestão";"AVENIDA 23";"1337";;"CENTRO";"Barretos";"SP";"1478S/N32S/N";"17";"33229844";"33225133";"apasbarretos@terra.com.br";"ANTONIO ALVES";"DIRETOR PRESIDENTE";5;"1999-S/N8-2S/N"
